trade_id,timestamp,hour,factory_id,city,energy_purchased_MW,tokens_burned,exergy_dissipated_MJ
TRD-00494,2026-04-13T15:00:00+08:00,15,FAC-SZ-01,Shenzhen,0.012425,11.7396,1.5444
TRD-00495,2026-04-13T15:00:00+08:00,15,FAC-HZ-01,Hangzhou,0.01353,14.2257,1.0938
TRD-00496,2026-04-13T16:00:00+08:00,16,FAC-SZ-01,Shenzhen,0.009072,9.658,0.7038
TRD-00497,2026-04-13T16:00:00+08:00,16,FAC-HZ-01,Hangzhou,0.011009,10.7046,0.7194
TRD-00498,2026-04-13T16:00:00+08:00,16,FAC-SH-02,Shanghai,0.011522,10.8684,1.0217
TRD-00499,2026-04-13T17:00:00+08:00,17,FAC-HZ-01,Hangzhou,0.006471,6.6078,0.7273
TRD-00500,2026-04-13T17:00:00+08:00,17,FAC-SH-02,Shanghai,0.00508,4.8269,0.4425
TRD-00501,2026-04-13T17:00:00+08:00,17,FAC-BJ-01,Beijing,0.007161,7.2786,0.9045
TRD-00502,2026-04-13T18:00:00+08:00,18,FAC-SH-02,Shanghai,0.004099,4.3116,0.4917
TRD-00503,2026-04-13T18:00:00+08:00,18,FAC-BJ-01,Beijing,0.003591,3.6916,0.4771
TRD-00504,2026-04-13T18:00:00+08:00,18,FAC-SH-01,Shanghai,0.005865,6.3313,0.3307
TRD-00505,2026-04-13T19:00:00+08:00,19,FAC-BJ-01,Beijing,0.000812,0.8385,0.08
TRD-00506,2026-04-13T19:00:00+08:00,19,FAC-SH-01,Shanghai,0.000515,0.489,0.0393
TRD-00507,2026-04-13T19:00:00+08:00,19,FAC-CD-01,Chengdu,0.000891,0.9025,0.0779
TRD-00508,2026-04-14T07:00:00+08:00,7,FAC-SH-01,Shanghai,0.001893,1.7715,0.1337
TRD-00509,2026-04-14T07:00:00+08:00,7,FAC-CD-01,Chengdu,0.00106,1.0368,0.1443
TRD-00510,2026-04-14T07:00:00+08:00,7,FAC-SZ-01,Shenzhen,0.0011,1.0519,0.1155
TRD-00511,2026-04-14T08:00:00+08:00,8,FAC-CD-01,Chengdu,0.006352,6.2922,0.8397
TRD-00512,2026-04-14T08:00:00+08:00,8,FAC-SZ-01,Shenzhen,0.007089,7.5754,0.8386
TRD-00513,2026-04-14T08:00:00+08:00,8,FAC-HZ-01,Hangzhou,0.00502,4.8564,0.5664
TRD-00514,2026-04-14T09:00:00+08:00,9,FAC-SZ-01,Shenzhen,0.008094,8.5736,0.9741
TRD-00515,2026-04-14T09:00:00+08:00,9,FAC-HZ-01,Hangzhou,0.011197,11.7567,0.713
TRD-00516,2026-04-14T09:00:00+08:00,9,FAC-SH-02,Shanghai,0.004587,4.5294,0.3502
TRD-00517,2026-04-14T10:00:00+08:00,10,FAC-HZ-01,Hangzhou,0.006095,6.3484,0.7206
TRD-00518,2026-04-14T10:00:00+08:00,10,FAC-SH-02,Shanghai,0.009796,10.4745,0.593
TRD-00519,2026-04-14T10:00:00+08:00,10,FAC-BJ-01,Beijing,0.013074,12.4931,1.596
TRD-00520,2026-04-14T11:00:00+08:00,11,FAC-SH-02,Shanghai,0.013635,13.2193,0.918
TRD-00521,2026-04-14T11:00:00+08:00,11,FAC-BJ-01,Beijing,0.011685,12.0964,1.5573
TRD-00522,2026-04-14T11:00:00+08:00,11,FAC-SH-01,Shanghai,0.020102,19.065,2.4973
TRD-00523,2026-04-14T12:00:00+08:00,12,FAC-BJ-01,Beijing,0.010989,11.3806,0.5991
TRD-00524,2026-04-14T12:00:00+08:00,12,FAC-SH-01,Shanghai,0.024033,24.1254,2.9284
TRD-00525,2026-04-14T12:00:00+08:00,12,FAC-CD-01,Chengdu,0.024231,24.8213,2.659
TRD-00526,2026-04-14T13:00:00+08:00,13,FAC-SH-01,Shanghai,0.017934,17.5898,1.496
TRD-00527,2026-04-14T13:00:00+08:00,13,FAC-CD-01,Chengdu,0.017284,17.638,1.6507
TRD-00528,2026-04-14T13:00:00+08:00,13,FAC-SZ-01,Shenzhen,0.017864,19.0277,1.8185
TRD-00529,2026-04-14T14:00:00+08:00,14,FAC-CD-01,Chengdu,0.014266,13.329,1.662
TRD-00530,2026-04-14T14:00:00+08:00,14,FAC-SZ-01,Shenzhen,0.022428,23.6341,1.2512
TRD-00531,2026-04-14T14:00:00+08:00,14,FAC-HZ-01,Hangzhou,0.020571,20.0835,2.7947
TRD-00532,2026-04-14T15:00:00+08:00,15,FAC-SZ-01,Shenzhen,0.02312,23.3248,2.2166
TRD-00533,2026-04-14T15:00:00+08:00,15,FAC-HZ-01,Hangzhou,0.013184,12.7742,1.6961
TRD-00534,2026-04-14T15:00:00+08:00,15,FAC-SH-02,Shanghai,0.011047,11.5281,1.3206
TRD-00535,2026-04-14T16:00:00+08:00,16,FAC-HZ-01,Hangzhou,0.008338,8.0747,0.8918
TRD-00536,2026-04-14T16:00:00+08:00,16,FAC-SH-02,Shanghai,0.009701,10.3053,1.2419
TRD-00537,2026-04-14T16:00:00+08:00,16,FAC-BJ-01,Beijing,0.011085,10.6492,0.6875
TRD-00538,2026-04-14T17:00:00+08:00,17,FAC-SH-02,Shanghai,0.0058,5.4717,0.5731
TRD-00539,2026-04-14T17:00:00+08:00,17,FAC-BJ-01,Beijing,0.00622,6.6995,0.3867
TRD-00540,2026-04-14T17:00:00+08:00,17,FAC-SH-01,Shanghai,0.007371,7.1958,0.7105
TRD-00541,2026-04-14T18:00:00+08:00,18,FAC-BJ-01,Beijing,0.00275,2.5662,0.1614
TRD-00542,2026-04-14T18:00:00+08:00,18,FAC-SH-01,Shanghai,0.003956,3.9095,0.4278
TRD-00543,2026-04-14T18:00:00+08:00,18,FAC-CD-01,Chengdu,0.002787,2.6731,0.3562
TRD-00544,2026-04-14T19:00:00+08:00,19,FAC-SH-01,Shanghai,0.000759,0.7759,0.0696
TRD-00545,2026-04-14T19:00:00+08:00,19,FAC-CD-01,Chengdu,0.000596,0.6046,0.0359
TRD-00546,2026-04-14T19:00:00+08:00,19,FAC-SZ-01,Shenzhen,0.000789,0.748,0.0983
TRD-00547,2026-04-15T07:00:00+08:00,7,FAC-CD-01,Chengdu,0.002469,2.3322,0.292
TRD-00548,2026-04-15T07:00:00+08:00,7,FAC-SZ-01,Shenzhen,0.002048,2.1392,0.1879
TRD-00549,2026-04-15T07:00:00+08:00,7,FAC-HZ-01,Hangzhou,0.002788,2.5965,0.3315
TRD-00550,2026-04-15T08:00:00+08:00,8,FAC-SZ-01,Shenzhen,0.00563,6.0191,0.4111
TRD-00551,2026-04-15T08:00:00+08:00,8,FAC-HZ-01,Hangzhou,0.012041,11.7096,0.8374
TRD-00552,2026-04-15T08:00:00+08:00,8,FAC-SH-02,Shanghai,0.009842,9.673,1.263
TRD-00553,2026-04-15T09:00:00+08:00,9,FAC-HZ-01,Hangzhou,0.010794,10.9532,0.7898
TRD-00554,2026-04-15T09:00:00+08:00,9,FAC-SH-02,Shanghai,0.013559,13.5647,1.8438
TRD-00555,2026-04-15T09:00:00+08:00,9,FAC-BJ-01,Beijing,0.012785,12.1776,0.7891
TRD-00556,2026-04-15T10:00:00+08:00,10,FAC-SH-02,Shanghai,0.016723,15.8346,1.0238
TRD-00557,2026-04-15T10:00:00+08:00,10,FAC-BJ-01,Beijing,0.017762,18.2391,1.5845
TRD-00558,2026-04-15T10:00:00+08:00,10,FAC-SH-01,Shanghai,0.011393,12.0792,1.5135
TRD-00559,2026-04-15T11:00:00+08:00,11,FAC-BJ-01,Beijing,0.028718,30.521,2.1109
TRD-00560,2026-04-15T11:00:00+08:00,11,FAC-SH-01,Shanghai,0.025299,25.4882,3.288
TRD-00561,2026-04-15T11:00:00+08:00,11,FAC-CD-01,Chengdu,0.019546,19.3218,1.3229
TRD-00562,2026-04-15T12:00:00+08:00,12,FAC-SH-01,Shanghai,0.02507,25.9352,2.7115
TRD-00563,2026-04-15T12:00:00+08:00,12,FAC-CD-01,Chengdu,0.030116,29.5531,1.8803
TRD-00564,2026-04-15T12:00:00+08:00,12,FAC-SZ-01,Shenzhen,0.015621,16.0534,0.8821
TRD-00565,2026-04-15T13:00:00+08:00,13,FAC-CD-01,Chengdu,0.012681,12.8907,1.3388
TRD-00566,2026-04-15T13:00:00+08:00,13,FAC-SZ-01,Shenzhen,0.016995,16.5438,1.4937
TRD-00567,2026-04-15T13:00:00+08:00,13,FAC-HZ-01,Hangzhou,0.020274,21.3435,2.1208
TRD-00568,2026-04-15T14:00:00+08:00,14,FAC-SZ-01,Shenzhen,0.024298,23.4388,1.9376
TRD-00569,2026-04-15T14:00:00+08:00,14,FAC-HZ-01,Hangzhou,0.020133,20.7778,1.3228
TRD-00570,2026-04-15T14:00:00+08:00,14,FAC-SH-02,Shanghai,0.026036,25.0918,1.7496
TRD-00571,2026-04-15T15:00:00+08:00,15,FAC-HZ-01,Hangzhou,0.010467,11.2393,1.3902
TRD-00572,2026-04-15T15:00:00+08:00,15,FAC-SH-02,Shanghai,0.021949,23.6058,2.6799
TRD-00573,2026-04-15T15:00:00+08:00,15,FAC-BJ-01,Beijing,0.013766,13.5523,1.585
TRD-00574,2026-04-15T16:00:00+08:00,16,FAC-SH-02,Shanghai,0.011242,11.3254,1.1423
TRD-00575,2026-04-15T16:00:00+08:00,16,FAC-BJ-01,Beijing,0.018956,19.6918,1.7821
TRD-00576,2026-04-15T16:00:00+08:00,16,FAC-SH-01,Shanghai,0.012151,11.4003,1.5779
TRD-00577,2026-04-15T17:00:00+08:00,17,FAC-BJ-01,Beijing,0.00836,7.8816,0.5338
TRD-00578,2026-04-15T17:00:00+08:00,17,FAC-SH-01,Shanghai,0.012545,11.7949,0.8642
TRD-00579,2026-04-15T17:00:00+08:00,17,FAC-CD-01,Chengdu,0.009889,10.3453,0.6798
TRD-00580,2026-04-15T18:00:00+08:00,18,FAC-SH-01,Shanghai,0.003306,3.3996,0.226
TRD-00581,2026-04-15T18:00:00+08:00,18,FAC-CD-01,Chengdu,0.002556,2.3986,0.3071
TRD-00582,2026-04-15T18:00:00+08:00,18,FAC-SZ-01,Shenzhen,0.006138,6.2527,0.7566
TRD-00583,2026-04-15T19:00:00+08:00,19,FAC-CD-01,Chengdu,0.000864,0.8262,0.079
TRD-00584,2026-04-15T19:00:00+08:00,19,FAC-SZ-01,Shenzhen,0.000855,0.8494,0.0667
TRD-00585,2026-04-15T19:00:00+08:00,19,FAC-HZ-01,Hangzhou,0.000565,0.593,0.0619
TRD-00586,2026-04-16T07:00:00+08:00,7,FAC-SZ-01,Shenzhen,0.001572,1.6364,0.1131
TRD-00587,2026-04-16T07:00:00+08:00,7,FAC-HZ-01,Hangzhou,0.001694,1.7326,0.1566
TRD-00588,2026-04-16T07:00:00+08:00,7,FAC-SH-02,Shanghai,0.001557,1.493,0.1349
TRD-00589,2026-04-16T08:00:00+08:00,8,FAC-HZ-01,Hangzhou,0.006562,6.7499,0.8187
TRD-00590,2026-04-16T08:00:00+08:00,8,FAC-SH-02,Shanghai,0.005496,5.7653,0.4196
TRD-00591,2026-04-16T08:00:00+08:00,8,FAC-BJ-01,Beijing,0.004146,3.8719,0.3727
TRD-00592,2026-04-16T09:00:00+08:00,9,FAC-SH-02,Shanghai,0.009909,10.5894,1.1131
TRD-00593,2026-04-16T09:00:00+08:00,9,FAC-BJ-01,Beijing,0.013742,13.3112,1.8592
TRD-00594,2026-04-16T09:00:00+08:00,9,FAC-SH-01,Shanghai,0.015707,16.3512,1.3653
TRD-00595,2026-04-16T10:00:00+08:00,10,FAC-BJ-01,Beijing,0.017499,17.8075,1.4754
TRD-00596,2026-04-16T10:00:00+08:00,10,FAC-SH-01,Shanghai,0.017296,18.1908,2.1042
TRD-00597,2026-04-16T10:00:00+08:00,10,FAC-CD-01,Chengdu,0.009108,8.8197,1.0273
TRD-00598,2026-04-16T11:00:00+08:00,11,FAC-SH-01,Shanghai,0.012831,12.9683,1.3185
TRD-00599,2026-04-16T11:00:00+08:00,11,FAC-CD-01,Chengdu,0.021239,20.6243,1.8239
TRD-00600,2026-04-16T11:00:00+08:00,11,FAC-SZ-01,Shenzhen,0.024308,26.0414,2.9512
TRD-00601,2026-04-16T12:00:00+08:00,12,FAC-CD-01,Chengdu,0.010106,10.0287,0.8204
TRD-00602,2026-04-16T12:00:00+08:00,12,FAC-SZ-01,Shenzhen,0.013719,13.7702,1.4381
TRD-00603,2026-04-16T12:00:00+08:00,12,FAC-HZ-01,Hangzhou,0.014325,15.2766,0.9513
TRD-00604,2026-04-16T13:00:00+08:00,13,FAC-SZ-01,Shenzhen,0.012728,13.3089,1.3371
TRD-00605,2026-04-16T13:00:00+08:00,13,FAC-HZ-01,Hangzhou,0.021174,21.6577,2.6424
TRD-00606,2026-04-16T13:00:00+08:00,13,FAC-SH-02,Shanghai,0.015909,15.795,1.1163
TRD-00607,2026-04-16T14:00:00+08:00,14,FAC-HZ-01,Hangzhou,0.006761,6.8532,0.4074
TRD-00608,2026-04-16T14:00:00+08:00,14,FAC-SH-02,Shanghai,0.015869,17.0695,1.6715
TRD-00609,2026-04-16T14:00:00+08:00,14,FAC-BJ-01,Beijing,0.01133,10.7068,0.7147
TRD-00610,2026-04-16T15:00:00+08:00,15,FAC-SH-02,Shanghai,0.007865,7.5525,0.6209
TRD-00611,2026-04-16T15:00:00+08:00,15,FAC-BJ-01,Beijing,0.008815,9.2524,1.1843
TRD-00612,2026-04-16T15:00:00+08:00,15,FAC-SH-01,Shanghai,0.009244,9.4953,0.6343
TRD-00613,2026-04-16T16:00:00+08:00,16,FAC-BJ-01,Beijing,0.004979,5.3744,0.2969
TRD-00614,2026-04-16T16:00:00+08:00,16,FAC-SH-01,Shanghai,0.006963,6.7008,0.4709
TRD-00615,2026-04-16T16:00:00+08:00,16,FAC-CD-01,Chengdu,0.006921,7.3017,0.692
TRD-00616,2026-04-16T17:00:00+08:00,17,FAC-SH-01,Shanghai,0.006715,6.5663,0.9057
TRD-00617,2026-04-16T17:00:00+08:00,17,FAC-CD-01,Chengdu,0.007609,7.4341,0.5153
TRD-00618,2026-04-16T17:00:00+08:00,17,FAC-SZ-01,Shenzhen,0.004942,4.7496,0.5696
TRD-00619,2026-04-16T18:00:00+08:00,18,FAC-CD-01,Chengdu,0.004221,4.2752,0.2534
TRD-00620,2026-04-16T18:00:00+08:00,18,FAC-SZ-01,Shenzhen,0.002453,2.5503,0.3165
TRD-00621,2026-04-16T18:00:00+08:00,18,FAC-HZ-01,Hangzhou,0.004461,4.5086,0.2863
TRD-00622,2026-04-16T19:00:00+08:00,19,FAC-SZ-01,Shenzhen,0.00098,1.0125,0.0818
TRD-00623,2026-04-16T19:00:00+08:00,19,FAC-HZ-01,Hangzhou,0.000542,0.5778,0.0706
TRD-00624,2026-04-16T19:00:00+08:00,19,FAC-SH-02,Shanghai,0.000882,0.9197,0.106
TRD-00625,2026-04-17T07:00:00+08:00,7,FAC-HZ-01,Hangzhou,0.001362,1.3201,0.1284
TRD-00626,2026-04-17T07:00:00+08:00,7,FAC-SH-02,Shanghai,0.001675,1.7184,0.1703
TRD-00627,2026-04-17T07:00:00+08:00,7,FAC-BJ-01,Beijing,0.001649,1.6817,0.1145
TRD-00628,2026-04-17T08:00:00+08:00,8,FAC-SH-02,Shanghai,0.004207,4.2171,0.388
TRD-00629,2026-04-17T08:00:00+08:00,8,FAC-BJ-01,Beijing,0.004885,4.6477,0.3699
TRD-00630,2026-04-17T08:00:00+08:00,8,FAC-SH-01,Shanghai,0.007981,8.0828,0.4497
TRD-00631,2026-04-17T09:00:00+08:00,9,FAC-BJ-01,Beijing,0.01376,12.8168,1.6872
TRD-00632,2026-04-17T09:00:00+08:00,9,FAC-SH-01,Shanghai,0.010901,11.2813,1.1521
TRD-00633,2026-04-17T09:00:00+08:00,9,FAC-CD-01,Chengdu,0.013381,12.6499,1.7832
TRD-00634,2026-04-17T10:00:00+08:00,10,FAC-SH-01,Shanghai,0.00961,9.9905,1.0866
TRD-00635,2026-04-17T10:00:00+08:00,10,FAC-CD-01,Chengdu,0.015291,15.7256,1.582
TRD-00636,2026-04-17T10:00:00+08:00,10,FAC-SZ-01,Shenzhen,0.00746,7.3511,0.521
TRD-00637,2026-04-17T11:00:00+08:00,11,FAC-CD-01,Chengdu,0.01104,11.1742,0.6989
TRD-00638,2026-04-17T11:00:00+08:00,11,FAC-SZ-01,Shenzhen,0.021747,21.4246,2.5055
TRD-00639,2026-04-17T11:00:00+08:00,11,FAC-HZ-01,Hangzhou,0.013742,13.4189,1.751
TRD-00640,2026-04-17T12:00:00+08:00,12,FAC-SZ-01,Shenzhen,0.01967,19.2224,1.805
TRD-00641,2026-04-17T12:00:00+08:00,12,FAC-HZ-01,Hangzhou,0.030281,28.6762,3.8637
TRD-00642,2026-04-17T12:00:00+08:00,12,FAC-SH-02,Shanghai,0.021136,21.5786,1.4594
TRD-00643,2026-04-17T13:00:00+08:00,13,FAC-HZ-01,Hangzhou,0.012719,13.0708,1.7321
TRD-00644,2026-04-17T13:00:00+08:00,13,FAC-SH-02,Shanghai,0.02504,25.5603,3.3487
TRD-00645,2026-04-17T13:00:00+08:00,13,FAC-BJ-01,Beijing,0.017717,17.0436,1.4464
TRD-00646,2026-04-17T14:00:00+08:00,14,FAC-SH-02,Shanghai,0.031543,33.9913,4.3141
TRD-00647,2026-04-17T14:00:00+08:00,14,FAC-BJ-01,Beijing,0.020838,20.6492,2.6458
TRD-00648,2026-04-17T14:00:00+08:00,14,FAC-SH-01,Shanghai,0.0131,13.311,1.3466
TRD-00649,2026-04-17T15:00:00+08:00,15,FAC-BJ-01,Beijing,0.012442,13.1043,1.2914
TRD-00650,2026-04-17T15:00:00+08:00,15,FAC-SH-01,Shanghai,0.010149,10.9257,0.9449
TRD-00651,2026-04-17T15:00:00+08:00,15,FAC-CD-01,Chengdu,0.027137,28.3043,3.7006
TRD-00652,2026-04-17T16:00:00+08:00,16,FAC-SH-01,Shanghai,0.019903,18.9892,1.7283
TRD-00653,2026-04-17T16:00:00+08:00,16,FAC-CD-01,Chengdu,0.00807,8.4359,1.0302
TRD-00654,2026-04-17T16:00:00+08:00,16,FAC-SZ-01,Shenzhen,0.009453,10.0844,0.7906
TRD-00655,2026-04-17T17:00:00+08:00,17,FAC-CD-01,Chengdu,0.007516,7.2202,0.8478
TRD-00656,2026-04-17T17:00:00+08:00,17,FAC-SZ-01,Shenzhen,0.010777,10.2455,0.6465
TRD-00657,2026-04-17T17:00:00+08:00,17,FAC-HZ-01,Hangzhou,0.010874,11.5451,0.9415
TRD-00658,2026-04-17T18:00:00+08:00,18,FAC-SZ-01,Shenzhen,0.006768,6.6953,0.4906
TRD-00659,2026-04-17T18:00:00+08:00,18,FAC-HZ-01,Hangzhou,0.005188,5.1858,0.3732
TRD-00660,2026-04-17T18:00:00+08:00,18,FAC-SH-02,Shanghai,0.003753,3.8589,0.3968
TRD-00661,2026-04-17T19:00:00+08:00,19,FAC-HZ-01,Hangzhou,0.000804,0.8159,0.1015
TRD-00662,2026-04-17T19:00:00+08:00,19,FAC-SH-02,Shanghai,0.000968,0.9805,0.0546
TRD-00663,2026-04-17T19:00:00+08:00,19,FAC-BJ-01,Beijing,0.000851,0.9008,0.047
TRD-00664,2026-04-18T07:00:00+08:00,7,FAC-SH-02,Shanghai,0.001878,1.9835,0.219
TRD-00665,2026-04-18T07:00:00+08:00,7,FAC-BJ-01,Beijing,0.001643,1.7326,0.2186
TRD-00666,2026-04-18T07:00:00+08:00,7,FAC-SH-01,Shanghai,0.001974,1.9638,0.1812
TRD-00667,2026-04-18T08:00:00+08:00,8,FAC-BJ-01,Beijing,0.008016,8.4258,0.996
TRD-00668,2026-04-18T08:00:00+08:00,8,FAC-SH-01,Shanghai,0.006239,6.5198,0.7683
TRD-00669,2026-04-18T08:00:00+08:00,8,FAC-CD-01,Chengdu,0.004021,3.9516,0.353
TRD-00670,2026-04-18T09:00:00+08:00,9,FAC-SH-01,Shanghai,0.008037,7.9091,0.6483
TRD-00671,2026-04-18T09:00:00+08:00,9,FAC-CD-01,Chengdu,0.007475,6.9921,0.8869
TRD-00672,2026-04-18T09:00:00+08:00,9,FAC-SZ-01,Shenzhen,0.007692,8.1647,0.9565
TRD-00673,2026-04-18T10:00:00+08:00,10,FAC-CD-01,Chengdu,0.016204,16.5199,1.4073
TRD-00674,2026-04-18T10:00:00+08:00,10,FAC-SZ-01,Shenzhen,0.012332,12.568,1.6736
TRD-00675,2026-04-18T10:00:00+08:00,10,FAC-HZ-01,Hangzhou,0.023589,24.6057,3.109
TRD-00676,2026-04-18T11:00:00+08:00,11,FAC-SZ-01,Shenzhen,0.013004,12.1791,0.9264
TRD-00677,2026-04-18T11:00:00+08:00,11,FAC-HZ-01,Hangzhou,0.014802,15.2106,2.0062
TRD-00678,2026-04-18T11:00:00+08:00,11,FAC-SH-02,Shanghai,0.024341,24.354,2.0326
TRD-00679,2026-04-18T12:00:00+08:00,12,FAC-HZ-01,Hangzhou,0.015538,14.6511,1.2204
TRD-00680,2026-04-18T12:00:00+08:00,12,FAC-SH-02,Shanghai,0.023914,25.2465,1.9218
TRD-00681,2026-04-18T12:00:00+08:00,12,FAC-BJ-01,Beijing,0.018147,19.1876,1.4574
TRD-00682,2026-04-18T13:00:00+08:00,13,FAC-SH-02,Shanghai,0.02531,27.1577,1.5496
TRD-00683,2026-04-18T13:00:00+08:00,13,FAC-BJ-01,Beijing,0.012954,12.2282,0.881
TRD-00684,2026-04-18T13:00:00+08:00,13,FAC-SH-01,Shanghai,0.034012,34.5676,2.8869
TRD-00685,2026-04-18T14:00:00+08:00,14,FAC-BJ-01,Beijing,0.035633,34.7076,2.9482
TRD-00686,2026-04-18T14:00:00+08:00,14,FAC-SH-01,Shanghai,0.020079,18.923,2.5148
TRD-00687,2026-04-18T14:00:00+08:00,14,FAC-CD-01,Chengdu,0.023561,25.1008,2.6124
TRD-00688,2026-04-18T15:00:00+08:00,15,FAC-SH-01,Shanghai,0.020355,19.8002,2.4549
TRD-00689,2026-04-18T15:00:00+08:00,15,FAC-CD-01,Chengdu,0.020979,21.3398,2.4692
TRD-00690,2026-04-18T15:00:00+08:00,15,FAC-SZ-01,Shenzhen,0.016605,17.1779,1.3283
TRD-00691,2026-04-18T16:00:00+08:00,16,FAC-CD-01,Chengdu,0.009801,9.4389,0.7772
TRD-00692,2026-04-18T16:00:00+08:00,16,FAC-SZ-01,Shenzhen,0.010631,11.0732,1.4531
TRD-00693,2026-04-18T16:00:00+08:00,16,FAC-HZ-01,Hangzhou,0.021817,23.3674,1.4388
TRD-00694,2026-04-18T17:00:00+08:00,17,FAC-SZ-01,Shenzhen,0.013653,12.9344,1.1439
TRD-00695,2026-04-18T17:00:00+08:00,17,FAC-HZ-01,Hangzhou,0.013099,12.8157,1.4237
TRD-00696,2026-04-18T17:00:00+08:00,17,FAC-SH-02,Shanghai,0.008156,7.965,0.5708
TRD-00697,2026-04-18T18:00:00+08:00,18,FAC-HZ-01,Hangzhou,0.006553,6.1671,0.4971
TRD-00698,2026-04-18T18:00:00+08:00,18,FAC-SH-02,Shanghai,0.005259,5.1943,0.3707
TRD-00699,2026-04-18T18:00:00+08:00,18,FAC-BJ-01,Beijing,0.006783,7.072,0.3919
TRD-00700,2026-04-18T19:00:00+08:00,19,FAC-SH-02,Shanghai,0.000652,0.6389,0.0525
TRD-00701,2026-04-18T19:00:00+08:00,19,FAC-BJ-01,Beijing,0.000615,0.611,0.0454
TRD-00702,2026-04-18T19:00:00+08:00,19,FAC-SH-01,Shanghai,0.000779,0.8311,0.0935
TRD-00703,2026-04-19T07:00:00+08:00,7,FAC-BJ-01,Beijing,0.002523,2.6868,0.3425
TRD-00704,2026-04-19T07:00:00+08:00,7,FAC-SH-01,Shanghai,0.002102,2.2634,0.2705
TRD-00705,2026-04-19T07:00:00+08:00,7,FAC-CD-01,Chengdu,0.004986,5.0937,0.3078
TRD-00706,2026-04-19T08:00:00+08:00,8,FAC-SH-01,Shanghai,0.007237,7.2857,0.9613
TRD-00707,2026-04-19T08:00:00+08:00,8,FAC-CD-01,Chengdu,0.004865,4.7704,0.4602
TRD-00708,2026-04-19T08:00:00+08:00,8,FAC-SZ-01,Shenzhen,0.007378,7.5806,1.0003
TRD-00709,2026-04-19T09:00:00+08:00,9,FAC-CD-01,Chengdu,0.019639,19.7084,1.5295
TRD-00710,2026-04-19T09:00:00+08:00,9,FAC-SZ-01,Shenzhen,0.013449,13.8332,1.3379
TRD-00711,2026-04-19T09:00:00+08:00,9,FAC-HZ-01,Hangzhou,0.010087,10.8286,0.6491
TRD-00712,2026-04-19T10:00:00+08:00,10,FAC-SZ-01,Shenzhen,0.022238,23.8512,2.5154
TRD-00713,2026-04-19T10:00:00+08:00,10,FAC-HZ-01,Hangzhou,0.027018,27.8098,2.7287
TRD-00714,2026-04-19T10:00:00+08:00,10,FAC-SH-02,Shanghai,0.028855,29.6317,3.3466
TRD-00715,2026-04-19T11:00:00+08:00,11,FAC-HZ-01,Hangzhou,0.024393,23.2991,2.9097
TRD-00716,2026-04-19T11:00:00+08:00,11,FAC-SH-02,Shanghai,0.015629,14.7692,1.7261
TRD-00717,2026-04-19T11:00:00+08:00,11,FAC-BJ-01,Beijing,0.026956,26.7469,2.7002
TRD-00718,2026-04-19T12:00:00+08:00,12,FAC-SH-02,Shanghai,0.01674,16.5907,1.29
TRD-00719,2026-04-19T12:00:00+08:00,12,FAC-BJ-01,Beijing,0.036526,34.6694,2.5494
TRD-00720,2026-04-19T12:00:00+08:00,12,FAC-SH-01,Shanghai,0.022689,23.3057,2.8571
TRD-00721,2026-04-19T13:00:00+08:00,13,FAC-BJ-01,Beijing,0.025517,25.0086,2.5156
TRD-00722,2026-04-19T13:00:00+08:00,13,FAC-SH-01,Shanghai,0.014579,13.5808,1.4191
TRD-00723,2026-04-19T13:00:00+08:00,13,FAC-CD-01,Chengdu,0.01854,19.1183,2.1206
TRD-00724,2026-04-19T14:00:00+08:00,14,FAC-SH-01,Shanghai,0.01105,11.3159,1.4161
TRD-00725,2026-04-19T14:00:00+08:00,14,FAC-CD-01,Chengdu,0.011719,11.8437,1.3261
TRD-00726,2026-04-19T14:00:00+08:00,14,FAC-SZ-01,Shenzhen,0.029442,27.7572,2.6536
TRD-00727,2026-04-19T15:00:00+08:00,15,FAC-CD-01,Chengdu,0.016653,16.8015,1.1919
TRD-00728,2026-04-19T15:00:00+08:00,15,FAC-SZ-01,Shenzhen,0.012275,11.9545,1.0452
TRD-00729,2026-04-19T15:00:00+08:00,15,FAC-HZ-01,Hangzhou,0.016947,16.4968,1.9949
TRD-00730,2026-04-19T16:00:00+08:00,16,FAC-SZ-01,Shenzhen,0.019227,18.1826,1.1396
TRD-00731,2026-04-19T16:00:00+08:00,16,FAC-HZ-01,Hangzhou,0.013095,14.0608,1.2138
TRD-00732,2026-04-19T16:00:00+08:00,16,FAC-SH-02,Shanghai,0.013958,14.1469,1.4338
TRD-00733,2026-04-19T17:00:00+08:00,17,FAC-HZ-01,Hangzhou,0.007375,7.9251,0.5079
TRD-00734,2026-04-19T17:00:00+08:00,17,FAC-SH-02,Shanghai,0.010694,11.2649,1.3397
TRD-00735,2026-04-19T17:00:00+08:00,17,FAC-BJ-01,Beijing,0.005293,5.6115,0.6891
TRD-00736,2026-04-19T18:00:00+08:00,18,FAC-SH-02,Shanghai,0.003349,3.5602,0.3556
TRD-00737,2026-04-19T18:00:00+08:00,18,FAC-BJ-01,Beijing,0.003168,3.3609,0.1821
TRD-00738,2026-04-19T18:00:00+08:00,18,FAC-SH-01,Shanghai,0.003012,2.9476,0.2985
TRD-00739,2026-04-19T19:00:00+08:00,19,FAC-BJ-01,Beijing,0.000342,0.3305,0.0277
